Date,Viajes por dia,Pasajeros por dia,Distancia(millas),Tarifario por dia($USD),travel_tday_bgh,borough,Total recaudado por dia($USD),Pago con tarjeta,Pago con efectivo,Tipo de taxi
2019-04-23,9,9.0,122.73,384.5,0 days 05:29:20,Staten Island,484.33,75051,58158,green
2019-04-24,1427,1158.0,7753.88,33848.76,25 days 07:47:05,Bronx,37955.71,12426316,9613699,green
2019-04-24,5424,5844.0,22211.39,100990.71,105 days 09:51:25,Brooklyn,118297.83,47232192,36541488,green
2019-04-24,6217,7802.0,16310.25,73345.08,69 days 03:59:54,Manhattan,94863.48,54137636,41883929,green
2019-04-24,4947,5807.0,18365.54,78546.5,68 days 19:20:48,Queens,92299.49,43078476,33327939,green
2019-04-24,6,6.0,86.42999999999999,285.75,0 days 04:58:24,Staten Island,333.32000000000005,52248,40422,green
2019-04-25,5675,6236.0,22214.42,102113.22,90 days 15:41:06,Brooklyn,120808.11,53214475,39940650,green
2019-04-25,1465,1097.0,7795.09,34788.76,23 days 15:29:32,Bronx,39093.84,13737305,10310670,green
2019-04-25,6608,8140.0,17134.16,78276.97,80 days 11:34:20,Manhattan,101402.34,61963216,46507104,green
2019-04-25,5231,6257.0,17899.57,78784.27,65 days 19:42:52,Queens,92828.58,49051087,36815778,green
2019-04-25,6,4.0,117.35,358.4,0 days 05:13:00,Staten Island,437.24,56262,42228,green
2019-04-26,6976,8641.0,17335.07,78204.27,72 days 21:26:58,Manhattan,101951.77,68853120,52494400,green
2019-04-26,5514,6907.0,16650.45,74179.53,78 days 02:49:48,Queens,87903.28,54423180,41492850,green
2019-04-26,1193,1076.0,6274.18,27549.61,18 days 05:44:34,Bronx,30778.86,11774910,8977325,green
2019-04-26,5483,6497.0,20249.92,92549.31,87 days 05:31:46,Brooklyn,110708.87,54117210,41259575,green
2019-04-26,8,8.0,158.31,461.23,0 days 06:14:09,Staten Island,546.4000000000001,78960,60200,green
2019-04-27,1099,961.0,5968.8,24622.89,14 days 21:31:42,Bronx,27624.27,9950346,8979929,green
2019-04-27,5348,6871.0,17962.57,75753.5,82 days 10:46:36,Queens,89109.35,48420792,43698508,green
2019-04-27,6222,7634.0,16279.0,69409.97,65 days 20:29:44,Manhattan,87873.69,56333988,50839962,green
2019-04-27,6003,7285.0,21645.33,95538.39,106 days 05:05:02,Brooklyn,114912.11,54351162,49050513,green
2019-04-27,8,8.0,64.36999999999999,256.5,0 days 03:02:09,Staten Island,293.45,72432,65368,green
2019-04-28,986,794.0,5696.76,23853.84,12 days 17:36:10,Bronx,26637.11,7626710,6350826,green
2019-04-28,5259,6359.0,19756.18,84947.33,84 days 05:20:59,Brooklyn,101661.82,40678365,33873219,green
2019-04-28,4764,6174.0,12435.38,52754.2,44 days 04:22:54,Manhattan,67376.79000000001,36849540,30684924,green
2019-04-28,4576,5963.0,15941.59,66028.34,69 days 08:20:00,Queens,76849.59,35395360,29474016,green
2019-04-28,7,8.0,145.71,416.52,0 days 05:09:25,Staten Island,492.97,54145,45087,green
2019-04-29,1,1.0,0.0,90.0,0 days 00:00:03,EWR,110.0,8308,6436,green
2019-04-29,1325,1081.0,7046.06,31042.41,22 days 04:47:15,Bronx,34648.16,11008100,8527700,green
2019-04-29,6052,7580.0,15660.18,70753.66,72 days 05:16:20,Manhattan,91175.99,50280016,38950672,green
2019-04-29,4778,5649.0,17022.34,75476.87,70 days 11:00:21,Queens,88111.87,39695624,30751208,green
2019-04-29,5,4.0,62.4,231.85,0 days 02:52:35,Staten Island,262.98,41540,32180,green
2019-04-29,4961,5307.0,20060.14,93238.3,79 days 21:49:17,Brooklyn,109253.6,41215988,31928996,green
2019-04-30,6,6.0,28.44,100.5,1 days 00:39:23,Brooklyn,122.35,24,36,green
2019-04-30,6302,7939.0,16239.52,75587.77,80 days 16:52:23,Manhattan,97758.21,55589942,41095342,green
2019-04-30,4899,5703.0,17179.94,76832.38,72 days 17:18:34,Queens,89604.48,43214079,31946379,green
2019-04-30,16,23.0,123.44,425.51,0 days 08:55:35,Staten Island,510.03,141136,104336,green
2019-04-30,5202,5488.0,20828.78,97031.17,92 days 13:11:35,Brooklyn,113768.5,45886842,33922242,green
2019-04-30,1400,1122.0,7202.56,32954.38,23 days 10:03:11,Bronx,36831.55,12349400,9129400,green
2019-04-30,4,4.0,6.69,31.0,0 days 00:28:58,Queens,39.2,16,24,green
2019-05-01,1413,1130.0,7270.0,32196.82,25 days 01:53:16,Bronx,35991.37,13030686,10220229,green
2019-05-01,1,1.0,0.45,4.0,0 days 00:03:05,Manhattan,4.8,0,1,green
2019-05-01,1,1.0,1.83,9.0,0 days 00:10:36,Queens,10.3,4,7,green
2019-05-01,5305,5794.0,20315.59,94659.23,99 days 06:06:46,Brooklyn,111802.79,48922710,38371065,green
2019-05-01,4,4.0,25.8,87.5,0 days 01:24:40,Brooklyn,108.08,16,28,green
2019-05-01,2,2.0,0.4,7.01,0 days 00:00:53,Bronx,9.11,8,14,green
2019-05-01,6965,8662.0,17165.16,81801.47,92 days 23:27:45,Manhattan,105688.41,64231230,50377845,green
2019-05-01,5200,6240.0,17552.9,78113.24,77 days 06:43:38,Queens,92232.51,47954400,37611600,green
2019-05-01,13,11.0,204.66,640.77,0 days 10:29:11,Staten Island,761.38,119886,94029,green
2019-05-01,5,5.0,10.87,36.5,0 days 00:27:23,Manhattan,40.400000000000006,20,35,green
2019-05-02,5525,6010.0,20893.06,100348.52,97 days 03:20:46,Brooklyn,118056.27,52785850,41454075,green
2019-05-02,15,16.0,213.18,658.72,0 days 10:37:00,Staten Island,806.84,143310,112545,green
2019-05-02,5437,6655.0,17619.16,80450.66,77 days 07:06:17,Queens,94596.83,51945098,40793811,green
2019-05-02,7036,8554.0,18008.01,83727.44,80 days 08:01:09,Manhattan,108034.09,67221944,52791108,green
2019-05-02,1438,1164.0,7140.37,33011.35,26 days 14:02:29,Bronx,36920.6,13738652,10789314,green
2019-05-03,3,3.0,8.2,37.0,0 days 00:39:28,Manhattan,43.150000000000006,3,6,green
2019-05-03,1,1.0,4.88,23.5,0 days 00:32:57,Brooklyn,30.36,1,0,green
2019-05-03,7289,8925.0,18133.38,85569.76,95 days 20:15:04,Manhattan,109530.88,72117366,59828112,green
2019-05-03,1610,1434.0,7853.28,35974.91,27 days 23:13:36,Bronx,40491.08,15929340,13214880,green
2019-05-03,5734,6501.0,20903.84,99722.16,102 days 12:01:34,Brooklyn,118125.78,56732196,47064672,green
2019-05-03,5740,6955.0,18873.74,85578.96,85 days 09:18:51,Queens,100604.38,56791560,47113920,green
2019-05-03,13,14.0,116.65,441.51,0 days 06:52:59,Staten Island,524.44,128622,106704,green
2019-05-04,6113,7516.0,15565.51,68239.34,71 days 00:07:27,Manhattan,86184.37,55414345,52229472,green
2019-05-04,1,1.0,0.46,4.0,0 days 07:03:39,Bronx,5.3,0,4,green
2019-05-04,3,3.0,6.02,27.0,0 days 00:27:52,Manhattan,33.650000000000006,0,12,green
2019-05-04,1206,1052.0,6821.67,27905.54,19 days 22:49:39,Bronx,31495.75,10932390,10304064,green
2019-05-04,6328,7853.0,22326.64,101385.36,97 days 23:35:06,Brooklyn,122035.38,57363320,54066432,green
2019-05-04,5458,6902.0,18151.95,77824.81,79 days 07:45:24,Queens,90486.56,49476770,46633152,green
2019-05-04,8,13.0,123.44,436.03,1 days 04:31:03,Staten Island,500.2600000000001,72520,68352,green
2019-05-05,4650,6004.0,14443.16,62828.39,68 days 05:55:45,Queens,73072.95,34103100,30062250,green
2019-05-05,4569,5874.0,11353.31,49584.39,49 days 13:36:54,Manhattan,63155.14,33509046,29538585,green
2019-05-05,1,2.0,0.0,150.0,0 days 00:00:06,EWR,160.0,7334,6465,green
2019-05-05,983,869.0,5475.17,22756.05,14 days 14:16:08,Bronx,25489.36,7209322,6355095,green
2019-05-05,2,2.0,24.66,95.0,0 days 00:46:46,Staten Island,109.04,14668,12930,green
2019-05-05,4850,5907.0,17410.84,78793.76,79 days 09:49:17,Brooklyn,94014.13,35569900,31355250,green
2019-05-06,7,11.0,160.3,478.46,0 days 07:34:46,Staten Island,581.6700000000001,56077,44499,green
2019-05-06,4641,5514.0,15986.04,72121.69,77 days 18:25:24,Queens,83375.64,37179051,29502837,green
2019-05-06,4417,4751.0,18548.3,85702.58,80 days 01:45:29,Brooklyn,99226.69,35384587,28078869,green
2019-05-06,1448,1259.0,7633.83,33805.39,24 days 08:36:04,Bronx,37835.87,11599928,9204936,green
2019-05-06,5845,7255.0,15001.26,69625.01,72 days 12:23:04,Manhattan,89636.89,46824295,37156665,green
2019-05-07,6344,8038.0,16572.43,76989.9,75 days 08:01:19,Manhattan,98583.63,59747792,42967912,green
2019-05-07,1392,1385.0,7458.4,32174.3,25 days 19:10:21,Bronx,35918.86,13109856,9428016,green
2019-05-07,5119,6004.0,20425.14,93178.24,89 days 15:44:34,Brooklyn,108048.36,48210742,34670987,green
2019-05-07,4848,5886.0,16122.17,72300.88,81 days 06:57:02,Queens,83895.64,45658464,32835504,green
2019-05-07,10,11.0,141.47,439.21,0 days 06:52:05,Staten Island,529.35,94180,67730,green
2019-05-08,4867,6132.0,16843.25,75398.72,76 days 12:34:21,Queens,87868.1,48071359,32131934,green
2019-05-08,5410,6035.0,22772.87,102689.14,98 days 02:51:04,Brooklyn,119365.61,53434570,35716820,green
2019-05-08,6453,8097.0,16965.7,77935.21,77 days 17:20:11,Manhattan,100325.1,63736281,42602706,green
2019-05-08,10,10.0,201.05,596.74,0 days 09:23:36,Staten Island,747.8100000000001,98770,66020,green
2019-05-08,1303,1295.0,7027.47,30203.92,24 days 09:43:33,Bronx,33713.61,12869731,8602406,green
2019-05-09,1479,1558.0,7702.63,33517.9,26 days 23:30:57,Bronx,37284.94,15337230,10219890,green
2019-05-09,5283,6238.0,21024.23,95424.01,98 days 23:56:35,Brooklyn,111752.42,54784710,36505530,green
2019-05-09,6794,8601.0,17408.27,80812.74,82 days 17:26:17,Manhattan,104519.79,70453780,46946540,green
2019-05-09,5130,6250.0,17397.63,77163.11,85 days 03:19:51,Queens,90352.69,53198100,35448300,green
2019-05-09,14,17.0,160.76,562.25,0 days 07:02:07,Staten Island,675.24,145180,96740,green
2019-05-10,1456,1464.0,7746.47,32898.03,28 days 04:51:41,Bronx,36415.33,15068144,10949120,green
2019-05-10,5277,6225.0,20261.36,93390.52,94 days 22:08:05,Brooklyn,109705.38,54611673,39683040,green
2019-05-10,8,11.0,120.25,401.5,0 days 06:40:25,Staten Island,465.8,82792,60160,green
2019-05-10,6883,8544.0,17694.74,82193.54,88 days 03:22:26,Manhattan,104977.63,71232167,51760160,green
2019-05-10,5612,7165.0,19608.79,85086.15,95 days 05:44:40,Queens,100231.68,58078588,42202240,green
2019-05-11,1102,1103.0,5928.33,24300.24,21 days 08:05:42,Bronx,27200.55,9676662,9351572,green
2019-05-11,5749,7093.0,21568.29,96995.68,101 days 21:11:52,Brooklyn,115599.41,50481969,48786014,green
2019-05-11,5824,7245.0,14581.57,63690.76,60 days 13:23:23,Manhattan,80019.41,51140544,49422464,green
2019-05-11,5679,7365.0,18002.94,78425.13,100 days 11:24:38,Queens,91508.88,49867299,48191994,green
2019-05-11,13,16.0,137.5,500.91,1 days 07:16:24,Staten Island,581.0500000000001,114153,110318,green
2019-05-12,8,11.0,138.44,435.04,0 days 06:14:15,Staten Island,506.02,64360,54384,green
2019-05-12,4827,5835.0,17595.48,79871.6,64 days 12:04:07,Brooklyn,94243.82,38833215,32813946,green
2019-05-12,994,974.0,5920.35,24064.42,15 days 10:17:54,Bronx,26786.03,7996730,6757212,green
2019-05-12,5042,6269.0,12225.11,53673.5,53 days 02:19:35,Manhattan,68691.05,40562890,34275516,green
2019-05-12,5082,6864.0,16072.65,69092.49,72 days 18:53:00,Queens,80529.0,40884690,34547436,green
2019-05-13,4748,5464.0,18204.56,84382.04,87 days 23:19:15,Brooklyn,98451.21,45053772,31113644,green
2019-05-13,6238,7523.0,15495.04,72987.66,73 days 23:27:39,Manhattan,94317.95,59192382,40877614,green
2019-05-13,5141,6735.0,16577.48,76144.02,78 days 06:14:07,Queens,88785.2,48782949,33688973,green
2019-05-13,11,7.0,146.49,468.22,0 days 07:51:48,Staten Island,547.32,104379,72083,green
2019-05-13,1274,1353.0,6650.36,28483.49,27 days 20:43:43,Bronx,31822.24,12088986,8348522,green
2019-05-14,1230,1223.0,6477.68,28085.91,24 days 00:49:13,Bronx,31247.78,12137640,7869540,green
2019-05-14,5007,5863.0,20025.4,91481.08,91 days 08:27:00,Brooklyn,106096.91,49409076,32034786,green
2019-05-14,6567,8161.0,16542.43,78470.64,77 days 12:23:08,Manhattan,101352.2,64803156,42015666,green
2019-05-14,4927,5993.0,16494.07,72940.97,82 days 23:07:53,Queens,85125.83,48619636,31522946,green
2019-05-14,6,8.0,112.3,336.19,0 days 05:29:47,Staten Island,420.83,59208,38388,green
2019-05-15,1423,1394.0,7309.33,32206.92,29 days 17:34:10,Bronx,35711.49,13773217,9600981,green
2019-05-15,5152,5826.0,20762.94,96069.77,86 days 18:51:13,Brooklyn,111457.55,49866208,34760544,green
2019-05-15,5040,6265.0,17223.6,77039.77,77 days 04:34:45,Queens,89367.22,48782160,34004880,green
2019-05-15,10,7.0,173.11,520.21,0 days 07:59:05,Staten Island,628.46,96790,67470,green
2019-05-15,6344,7882.0,16071.84,77377.74,84 days 10:51:44,Manhattan,99088.97,61403576,42802968,green
2019-05-16,1352,1325.0,6983.85,30446.34,25 days 11:26:40,Bronx,34163.49,13825552,9573512,green
2019-05-16,5449,6122.0,22231.63,102740.81,108 days 05:38:26,Brooklyn,119686.73,55721474,38584369,green
2019-05-16,6610,8027.0,17152.41,82553.26,88 days 06:14:44,Manhattan,105473.89,67593860,46805410,green
2019-05-16,5386,6831.0,17990.81,80828.02,83 days 23:15:17,Queens,94419.82,55077236,38138266,green
2019-05-16,8,8.0,108.52,343.5,0 days 06:15:03,Staten Island,406.8,81808,56648,green
2019-05-17,6,5.0,115.4,350.51,0 days 07:01:31,Staten Island,412.84,62274,46092,green
2019-05-17,1533,1596.0,7689.71,32998.96,36 days 05:35:18,Bronx,36933.19,15911007,11776506,green
2019-05-17,5299,6202.0,21233.36,98030.89,98 days 08:33:00,Brooklyn,114536.51,54998321,40706918,green
2019-05-17,6756,8411.0,17120.1,81970.16,86 days 20:19:33,Manhattan,104675.25,70120524,51899592,green
2019-05-17,5783,7403.0,19095.75,85089.47,106 days 11:33:11,Queens,99505.07,60021757,44425006,green
2019-05-18,1304,1332.0,6944.03,28705.52,25 days 23:52:42,Bronx,32147.49,12691832,12178056,green
2019-05-18,6003,7103.0,22740.23,102027.54,115 days 05:19:57,Brooklyn,121392.1,58427199,56062017,green
2019-05-18,5986,7418.0,16083.4,71938.58,71 days 17:12:03,Manhattan,89414.14,58261738,55903254,green
2019-05-18,6998,9373.0,21483.32,94758.71,110 days 23:08:00,Queens,110045.43,68111534,65354322,green
2019-05-18,8,9.0,153.9,481.27,0 days 08:49:31,Staten Island,602.11,77864,74712,green
2019-05-19,1070,1080.0,5785.64,23450.67,18 days 20:08:01,Bronx,26100.97,8798610,7721120,green
2019-05-19,4983,5953.0,18442.66,81899.56,80 days 06:27:08,Brooklyn,97597.26,40975209,35957328,green
2019-05-19,4947,6237.0,12896.18,56396.73,62 days 09:34:48,Manhattan,71432.4,40679181,35697552,green
2019-05-19,5416,7315.0,17155.83,72765.04,86 days 23:24:34,Queens,84719.45,44535768,39081856,green
2019-05-19,8,6.0,118.24,341.1,0 days 05:02:27,Staten Island,428.38,65784,57728,green
2019-05-20,6090,7471.0,15855.94,72968.58,74 days 13:26:06,Manhattan,93406.54,53025630,39792060,green
2019-05-20,1196,1218.0,6140.35,26475.62,21 days 14:08:23,Bronx,29419.75,10413572,7814664,green
2019-05-20,4568,5254.0,18896.42,85493.33,84 days 00:31:59,Brooklyn,99116.63,39773576,29847312,green
2019-05-20,11,12.0,138.72,606.26,0 days 07:12:38,Staten Island,754.95,95777,71874,green
2019-05-20,4745,5909.0,16990.67,73831.13,67 days 17:55:38,Queens,85651.62,41314715,31003830,green
2019-05-21,1266,1242.0,6498.5,28515.67,22 days 16:24:10,Bronx,31843.63,11510472,8202414,green
2019-05-21,4864,5652.0,19494.14,89309.33,84 days 21:31:40,Brooklyn,104229.86,44223488,31513856,green
2019-05-21,6183,7641.0,16228.8,75868.74,84 days 13:14:09,Manhattan,97570.08,56215836,40059657,green
2019-05-21,4725,5945.0,16419.79,71298.96,83 days 14:51:56,Queens,83263.41,42959700,30613275,green
2019-05-21,5,3.0,119.42,349.74,0 days 06:05:10,Staten Island,435.59,45460,32395,green
2019-05-22,1316,1285.0,6804.86,30096.42,24 days 03:02:25,Bronx,33486.54,12530952,8781668,green
2019-05-22,5053,5646.0,20589.74,94743.09,96 days 14:53:42,Brooklyn,109931.94,48114666,33718669,green
2019-05-22,1,1.0,0.0,98.0,0 days 00:00:09,EWR,108.0,9522,6673,green
2019-05-22,6253,7817.0,16384.74,77701.62,81 days 12:36:39,Manhattan,99804.01,59541066,41726269,green
2019-05-22,10,8.0,119.19,379.9,0 days 07:15:01,Staten Island,453.08,95220,66730,green
2019-05-22,5143,6352.0,17974.91,78572.22,77 days 15:28:17,Queens,91755.98,48971646,34319239,green
2019-05-23,1,1.0,1.57,8.0,0 days 00:07:53,Manhattan,11.0,1,0,green
2019-05-23,5253,6679.0,17528.85,78421.56,89 days 07:15:15,Queens,91803.93,51447882,35736159,green
2019-05-23,1295,1283.0,6826.02,29419.87,24 days 22:48:28,Bronx,32693.08,12683230,8809885,green
2019-05-23,5117,5998.0,20778.7,95593.1,95 days 20:54:08,Brooklyn,111299.78,50115898,34810951,green
2019-05-23,1,1.0,28.8,76.5,0 days 00:42:54,EWR,97.55,9794,6803,green
2019-05-23,6381,7847.0,16464.14,78061.51,85 days 09:19:24,Manhattan,100019.51,62495514,43409943,green
2019-05-23,5,4.0,124.33,365.23,0 days 06:41:41,Staten Island,434.16,48970,34015,green
2019-05-24,5110,5962.0,20500.13,93107.81,94 days 17:15:08,Brooklyn,108762.2,48493900,38381210,green
2019-05-24,1291,1300.0,6825.97,29710.67,25 days 08:36:03,Bronx,33092.15,12251590,9696701,green
2019-05-24,1,1.0,0.73,4.5,0 days 00:03:55,Brooklyn,8.19,1,0,green
2019-05-24,6290,7844.0,16367.79,75392.05,86 days 02:48:36,Manhattan,95444.1,59692100,47244190,green
2019-05-24,5617,7186.0,19182.48,84203.5,93 days 13:59:01,Queens,98564.62,53305330,42189287,green
2019-05-24,11,13.0,162.88,548.71,0 days 07:26:32,Staten Island,657.75,104390,82621,green
2019-05-25,5315,7182.0,17199.39,72483.84,81 days 13:53:16,Queens,84479.02,38990840,40170770,green
2019-05-25,4725,6000.0,12070.02,51366.84,47 days 22:27:26,Manhattan,64521.48,34662600,35711550,green
2019-05-25,4759,5726.0,17699.54,76504.14,84 days 17:22:10,Brooklyn,91218.84,34912024,35968522,green
2019-05-25,978,996.0,5564.84,22638.53,15 days 10:23:24,Bronx,25206.96,7174608,7391724,green
2019-05-25,7,8.0,92.3,278.71,0 days 03:22:37,Staten Island,335.42,51352,52906,green
2019-05-25,1,1.0,6.12,29.0,0 days 00:41:21,Manhattan,30.3,1,0,green
2019-05-26,6,6.0,74.77,287.5,0 days 02:44:47,Staten Island,337.48,40854,39402,green
2019-05-26,4678,6341.0,14727.32,62657.96,70 days 10:46:54,Queens,72728.18000000001,31852502,30720426,green
2019-05-26,4216,5525.0,10915.25,45937.69,41 days 22:21:03,Manhattan,57436.36,28706744,27686472,green
2019-05-26,4395,5194.0,17047.59,73664.97,78 days 01:14:32,Brooklyn,87113.49,29925555,28861965,green
2019-05-26,1,1.0,2.93,12.0,0 days 00:12:28,Bronx,13.3,0,1,green
2019-05-26,920,971.0,5175.74,20750.83,15 days 23:51:36,Bronx,23081.41,6264280,6041640,green
2019-05-27,3872,4812.0,9878.02,41360.1,49 days 03:39:23,Manhattan,53837.84,22837056,19433568,green
2019-05-27,734,710.0,4609.42,17881.1,10 days 09:45:51,Bronx,20156.09,4329132,3683946,green
2019-05-27,7,4.0,133.4,367.12,0 days 04:18:07,Staten Island,476.13,41286,35133,green
2019-05-27,3793,5066.0,12466.38,51442.09,-207 days +13:55:15,Queens,60083.9,22371114,19037067,green
2019-05-27,3253,3980.0,12594.57,54184.67,49 days 03:45:35,Brooklyn,64002.61,19186194,16326807,green
2019-05-28,4819,5496.0,19239.51,85909.75,83 days 04:03:13,Brooklyn,100129.1,44122764,29068208,green
2019-05-28,5955,7505.0,15320.12,70636.01,63 days 21:58:42,Manhattan,91319.31,54523980,35920560,green
2019-05-28,1286,1215.0,7267.86,30470.45,24 days 01:04:32,Bronx,33989.17,11774616,7757152,green
2019-05-28,4546,5838.0,15700.63,67736.73,71 days 19:42:38,Queens,78593.79000000001,41623176,27421472,green
2019-05-28,9,7.0,182.53,539.82,0 days 08:50:25,Staten Island,668.58,82404,54288,green
2019-05-29,1332,1339.0,7243.94,30844.53,28 days 12:45:03,Bronx,34245.4,12864456,8636688,green
2019-05-29,4968,5546.0,19678.71,90667.21,84 days 19:59:05,Brooklyn,105541.46,47980944,32212512,green
2019-05-29,1,1.0,0.0,92.0,0 days 00:03:02,EWR,92.0,9658,6484,green
2019-05-29,6058,7636.0,15252.78,72807.95,75 days 04:35:21,Manhattan,93531.11,58508164,39280072,green
2019-05-29,5274,6824.0,16688.76,75691.65,80 days 05:15:11,Queens,88662.16,50936292,34196616,green
2019-05-29,13,11.0,190.85,648.43,0 days 09:07:48,Staten Island,779.63,125554,84292,green
2019-05-30,13,12.0,197.37,628.18,0 days 11:43:19,Staten Island,755.53,128336,90142,green
2019-05-30,5357,6936.0,17197.94,76834.92,96 days 06:21:31,Queens,90310.08,52884304,37145438,green
2019-05-30,6335,8035.0,15818.39,76038.09,82 days 17:26:17,Manhattan,97370.79,62539120,43926890,green
2019-05-30,5127,5834.0,20217.43,93295.32,100 days 05:01:06,Brooklyn,108732.8,50613744,35550618,green
2019-05-30,1377,1353.0,7083.92,30825.6,25 days 11:49:09,Bronx,34166.21,13593744,9548118,green
2019-05-30,1,1.0,0.0,100.0,0 days 00:00:02,EWR,120.0,9872,6934,green
2019-05-31,5478,6953.0,18896.85,83061.18,92 days 11:34:49,Queens,96507.37,49970316,41627322,green
2019-05-31,1,1.0,0.62,4.5,0 days 00:03:38,Bronx,5.8,11,17,green
2019-05-31,1488,1490.0,7662.23,32782.42,28 days 06:44:06,Bronx,36687.66,13573536,11307312,green
2019-05-31,4751,5517.0,19622.59,89140.42,93 days 08:43:44,Brooklyn,104025.55,43338622,36102849,green
2019-05-31,6343,7823.0,16245.0,76499.83,80 days 17:22:06,Manhattan,96456.47,57860846,48200457,green
2019-05-31,14,16.0,35.27,146.0,1 days 01:27:20,Brooklyn,182.48,154,238,green
2019-05-31,11,10.0,169.81,572.49,0 days 08:25:34,Staten Island,683.4300000000001,100342,83589,green
2019-05-31,12,17.0,31.83,120.5,1 days 00:43:17,Manhattan,152.61,132,204,green
2019-05-31,1,1.0,1.1,6.0,0 days 00:05:22,Queens,8.76,11,17,green
2019-06-01,5,10.0,16.39,60.0,0 days 01:01:30,Manhattan,71.51,35,60,green
2019-06-01,1178,1227.0,6419.17,25953.25,19 days 12:06:42,Bronx,29309.19,10281584,10169674,green
2019-06-01,5093,6091.0,19217.73,85031.65,82 days 12:42:37,Brooklyn,100822.59,44451704,43967869,green
2019-06-01,6141,7560.0,16795.17,72105.56,78 days 23:26:02,Manhattan,90644.74,53598648,53015253,green
2019-06-01,6022,7998.0,18650.44,80816.16,86 days 04:40:46,Queens,93581.35,52560016,51987926,green
2019-06-01,9,14.0,99.36,383.76,0 days 03:41:39,Staten Island,443.07,78552,77697,green
2019-06-01,3,3.0,4.38,23.0,0 days 00:24:40,Brooklyn,30.56,21,36,green
2019-06-01,11,13.0,19.59,94.0,0 days 01:43:29,Queens,114.81,77,132,green
2019-06-02,5060,6319.0,13855.53,59339.01,58 days 06:54:29,Manhattan,75662.34,41481880,34686300,green
2019-06-02,1051,1042.0,6112.7,23335.96,18 days 17:39:10,Bronx,26247.17,8616098,7204605,green
2019-06-02,5227,7057.0,17334.23,73212.13,87 days 23:48:49,Queens,84900.52,42850946,35831085,green
2019-06-02,8,12.0,87.17,308.5,0 days 03:01:56,Staten Island,374.25,65584,54840,green
2019-06-02,1,1.0,0.0,116.0,0 days 00:00:13,EWR,116.0,8198,6855,green
2019-06-02,4709,5656.0,19044.58,80416.34,76 days 14:36:22,Brooklyn,94920.6,38604382,32280195,green
2019-06-03,1326,1315.0,6887.02,29471.21,30 days 03:47:16,Bronx,32556.49,11013756,8893482,green
2019-06-03,4531,5236.0,18945.64,85065.41,86 days 01:07:25,Brooklyn,98148.75,37634486,30389417,green
2019-06-03,5919,7452.0,15497.76,70328.42,85 days 21:25:19,Manhattan,89282.16,49163214,39698733,green
2019-06-03,4576,5758.0,16489.0,74114.8,71 days 09:52:36,Queens,85430.7,38008256,30691232,green
2019-06-03,4,4.0,47.63,230.62,0 days 01:57:30,Staten Island,258.0,33224,26828,green
2019-06-04,1,1.0,0.0,2.5,0 days 00:00:05,Brooklyn,3.8,0,1,green
2019-06-04,7,8.0,38.78,178.0,0 days 02:59:24,Staten Island,207.69,44135,36344,green
2019-06-04,3736,4616.0,13131.25,57552.35,58 days 19:38:17,Queens,66997.1,23555480,19397312,green
2019-06-04,5051,6056.0,13447.17,59258.29,57 days 20:08:58,Manhattan,75775.68000000001,31846555,26224792,green
2019-06-04,2685,3011.0,12131.5,51651.82,50 days 21:20:35,Brooklyn,59977.02,16928925,13940520,green
2019-06-04,944,929.0,5469.67,21559.88,16 days 20:40:28,Bronx,24046.54,5951920,4901248,green
2019-06-05,1020,1080.0,5875.43,23520.54,20 days 20:02:29,Bronx,26029.94,8675100,6532080,green
2019-06-05,6145,7548.0,15521.32,70979.03,68 days 22:04:47,Manhattan,92117.64,52263225,39352580,green
2019-06-05,4253,4732.0,17356.22,75897.13,76 days 01:52:52,Brooklyn,89157.43000000001,36171765,27236212,green
2019-06-05,4565,5909.0,15680.71,67358.53,66 days 12:33:35,Queens,79164.5,38825325,29234260,green
2019-06-05,12,12.0,148.12,498.91,0 days 06:37:17,Staten Island,618.04,102060,76848,green
2019-06-06,9,6.0,112.66,413.71,0 days 06:59:37,Staten Island,492.78,87480,61992,green
2019-06-06,4966,5829.0,20816.05,87747.35,99 days 18:07:38,Brooklyn,102126.28,48269520,34205808,green
2019-06-06,1333,1369.0,6864.23,25952.32,25 days 05:00:15,Bronx,28545.06,12956760,9181704,green
2019-06-06,5040,6534.0,17549.86,73013.54,85 days 06:52:48,Queens,85197.41,48988800,34715520,green
2019-06-06,6645,8260.0,17213.42,78817.18,85 days 11:47:04,Manhattan,101613.61,64589400,45770760,green
2019-06-07,1405,1391.0,6820.47,26920.97,27 days 23:18:06,Bronx,29569.58,13835035,11261075,green
2019-06-07,5287,6284.0,20984.14,89494.3,104 days 18:19:42,Brooklyn,105166.67,52061089,42375305,green
2019-06-07,1,1.0,0.0,95.0,0 days 00:00:15,EWR,110.0,9847,8015,green
2019-06-07,6968,8737.0,17200.34,81141.42,84 days 16:40:23,Manhattan,103388.99,68613896,55848520,green
2019-06-07,5489,7195.0,18612.06,78114.89,89 days 20:20:19,Queens,91314.22,54050183,43994335,green
2019-06-07,6,7.0,62.0,222.69,0 days 03:36:20,Staten Island,285.42,59082,48090,green
2019-06-08,5975,8153.0,19222.37,79175.34,92 days 18:13:10,Queens,92583.03,50745675,50010750,green
2019-06-08,9,6.0,88.09,392.07,0 days 05:05:54,Staten Island,462.53,76437,75330,green
2019-06-08,5571,7010.0,14549.71,63344.51,65 days 19:11:42,Manhattan,78889.71,47314503,46629270,green
